initial date: 2024-03-01, Fecha actual: 2026-03-01
percentil(%),pendent2y,pendent6m,slope1m,slope6d,volatilitat(%),guany esperat(%),perdua max(%),rsi14,relVol30,etiqueta
0,-0.145,-0.127,-3.545,-0.000,100,279900,-400,100.0,0.00,SLNAF
0,-0.117,-0.424,-0.593,-1.251,79,387,0,18.4,1.92,ARBE
0,0.054,-0.787,-0.218,-0.754,85,557,0,17.7,3.32,ODD
6,-0.190,-0.188,0.140,0.069,86,429,-31,68.3,0.00,VFSWW
21,-0.034,-0.556,1.089,0.803,54,60,-34,55.9,0.97,O9T.SG
99,0.185,0.218,0.265,0.351,67,6,-189,64.1,0.34,D8Y0.SG
21,0.125,-0.586,-0.916,0.086,57,92,-22,41.3,0.62,IBIT
21,0.125,-0.584,-0.913,0.109,57,91,-22,41.3,0.42,ARKB
52,0.150,-0.275,-0.614,-1.313,48,38,-40,29.8,0.00,NTES.VI
0,-0.061,-0.286,-0.140,-0.289,63,171,0,31.1,0.83,0JOQ.IL
0,0.000,0.000,0.000,0.000,63,171,0,31.1,0.83,US89677Q1076.SG
3,-0.191,-0.132,-0.506,-0.446,87,543,-17,38.2,0.77,XOS
1,-0.175,-0.446,-0.121,0.171,95,1688,-6,45.2,0.63,GSOL
0,0.000,0.000,0.000,0.000,95,1688,-6,45.2,0.63,US4234031049.SG
83,0.182,0.112,-0.466,-0.137,33,4,-43,39.5,1.12,OEF
0,-0.143,-0.273,-0.390,-0.651,6,6,-1,22.1,1.86,SRLN
0,-0.019,-0.165,1.320,10.484,100,16,-9,50.0,0.00,NESNN.MX
99,0.151,0.335,0.234,0.189,50,1,-97,70.6,1.67,RHHBF
93,5.262,5.262,5.262,12.381,5,0,-6,70.3,-1.00,ABBNE.SW
14,-0.143,-0.085,-1.190,-1.092,43,59,-9,33.3,0.00,ADIA.MU
97,0.178,0.250,-0.062,0.114,42,4,-67,43.9,0.73,JBARF
94,0.163,0.246,1.535,-0.492,31,5,-38,52.6,0.00,GBRF.F
37,0.034,0.544,-1.795,-2.011,42,48,-17,37.4,0.66,HCMLY
100,0.163,0.078,0.158,0.257,44,0,-77,100.0,3.75,SWZCF
99,0.034,0.572,0.441,3.180,27,1,-35,55.4,0.80,SGSNZ.XC
94,0.190,0.104,0.533,1.358,41,5,-61,48.6,0.00,SLW1.F
54,0.142,-0.397,0.756,0.532,40,15,-44,60.9,0.00,SR9A.SG
0,0.000,0.000,0.000,0.000,40,15,-44,60.9,0.00,SYT
82,0.135,0.117,-0.672,-1.692,42,18,-45,34.7,0.67,0R3T.IL
98,0.189,0.110,0.590,0.697,37,1,-57,55.6,0.80,ZURVY
99,0.152,0.155,0.138,0.183,34,2,-50,65.6,1.23,BBJP
99,0.169,0.185,0.188,0.189,30,0,-43,70.9,0.77,ESGD
84,0.178,0.120,-0.446,0.069,29,3,-37,42.6,0.83,ESGV
100,0.156,0.100,-0.477,0.243,100,0,-49,50.5,0.01,0JNB.L
0,0.020,0.131,0.431,-14.023,100,4,-32,12.7,0.00,^CLTBROLLS
100,-0.015,0.517,0.185,0.114,32,0,-46,68.8,0.74,IYE
100,0.005,0.389,0.191,0.246,33,0,-49,71.4,0.68,IXC
98,0.188,0.126,0.211,0.171,28,1,-38,52.8,0.27,ICVT
99,0.178,0.174,0.221,0.137,32,0,-47,64.9,0.74,IFRA
95,0.167,0.459,0.445,1.008,61,11,-132,62.8,1.35,MRX
0,0.054,-0.375,-5.750,0.000,100,0,-112,100.0,0.00,DWLAF
25,-0.077,0.056,-0.174,-2.767,32,25,-17,30.7,3.97,RIGD.IL
99,0.074,0.594,0.167,0.133,32,1,-46,62.3,0.82,AXISBANK.NS
98,0.002,0.732,0.285,-0.119,34,3,-48,60.9,0.00,SID.F
74,0.161,-0.044,-0.413,0.158,52,21,-73,36.7,0.68,MHID.IL
1,-0.136,0.041,-0.910,-0.046,52,91,-9,31.7,1.21,ACN
53,0.021,0.336,-0.629,0.246,51,43,-44,31.7,1.74,AAL
98,0.143,0.047,0.893,0.029,100,6,-55,51.5,0.40,ABBVD.BA
99,0.075,0.226,0.215,0.202,43,2,-73,62.7,0.79,TATASTEEL.NS
26,-0.062,0.279,0.000,-0.000,100,35,-39,100.0,0.00,BIIB.SN
0,0.000,0.000,0.000,0.000,100,35,-39,100.0,0.00,PARA.VI
13,-0.133,-0.123,0.218,-0.223,47,70,-10,47.4,5.43,CMCSA.MX
91,0.168,0.205,-0.000,0.000,43,2,-72,100.0,-1.00,CFX.BE
92,0.120,0.109,0.966,1.440,35,7,-43,53.0,1.70,COST
35,0.056,0.000,0.000,-0.000,100,0,-21,100.0,0.00,CVSCL.SN
0,0.000,0.000,0.000,0.000,100,0,-21,100.0,0.00,EMKR
98,0.193,0.228,0.070,-0.246,59,5,-136,45.4,1.38,GILD
0,0.150,-0.422,-0.194,-15.900,100,273,-8,42.0,0.00,GPRO.MX
89,0.191,0.173,-0.230,-0.457,61,14,-124,36.3,2.22,GS
83,-0.031,0.405,1.471,-0.724,27,10,-25,52.9,0.00,ALD.MU
0,0.000,0.000,0.000,0.000,27,10,-25,52.9,0.00,KEL.SG
46,-0.136,0.262,-0.000,0.000,75,107,-91,100.0,-1.00,MKO.BE
55,0.050,-0.018,0.174,-1.903,35,24,-23,17.6,2.44,LOW.MX
66,-0.019,0.419,-0.277,-3.412,55,21,-83,38.3,0.00,MACY.VI
100,0.176,0.287,0.480,0.487,48,1,-91,52.3,0.00,MCK.F
27,0.097,0.084,-3.134,-0.000,29,16,-21,0.0,0.00,MDTN.MX
6,-0.109,-0.507,0.083,-3.451,17,18,-2,46.9,2.66,MET-PF
24,0.105,-0.357,-1.227,2.925,41,40,-20,51.4,0.37,PCE1.SG
84,0.156,0.093,0.485,1.674,59,9,-124,63.4,0.00,PM.MX
0,0.000,0.000,0.000,0.000,59,9,-124,63.4,0.00,PSX.BA
5,0.068,-0.693,-0.773,0.845,51,77,-16,65.7,0.68,PYPL.BA
3,-0.058,-0.255,0.000,0.000,100,20,-5,100.0,0.00,QCOMCL.SN
100,-0.040,0.324,1.979,1.397,24,0,-31,75.0,-1.00,L3H.DU
1,-0.152,-0.327,-0.142,0.240,57,119,-6,49.0,1.06,S
38,-0.005,-0.316,1.003,2.789,47,50,-27,68.8,0.00,SHAK.MX
43,-0.169,0.370,0.383,-0.390,55,72,-30,49.7,0.00,DYH.HA
64,-0.045,0.033,4.011,-0.000,25,14,-18,98.0,0.00,UNP.MX
42,-0.149,0.349,0.447,-0.000,46,42,-32,45.8,1.78,UPS.MX
0,0.000,0.000,0.000,0.000,46,42,-32,45.8,1.78,WBA.MX
75,0.183,0.173,-0.693,-2.006,46,18,-58,24.9,1.70,WFC
100,0.170,0.149,0.062,0.198,100,0,-108,52.3,0.22,0LXB.L
100,0.044,0.242,0.251,0.349,49,0,-95,52.8,1.05,VLO
96,0.178,0.225,0.280,0.277,40,6,-56,57.8,0.00,ABG.F
27,0.111,-0.362,-0.052,-0.000,42,36,-26,100.0,0.00,KR.MX
90,0.165,0.235,-0.286,0.109,57,11,-108,43.9,0.08,GM.MX
93,0.023,-0.051,0.941,1.086,46,11,-67,44.5,2.18,MPC
99,0.200,0.205,0.198,0.763,69,2,-218,44.0,0.06,CAH.BA
9,-0.177,0.092,-0.196,-1.924,53,90,-13,43.1,0.49,ELV.VI
10,-0.179,-0.138,-0.346,0.685,83,401,-16,50.4,0.00,FMQ.MU
2,-0.146,0.041,-0.272,0.300,45,77,-3,43.0,-1.00,CHR.MU
84,-0.142,0.358,0.901,1.641,100,18,-37,50.9,0.63,0QZA.L
85,0.107,0.171,0.377,-0.726,29,12,-26,73.0,0.63,ET
3,-0.161,-0.330,-0.092,0.045,61,133,-9,51.5,0.00,HUM.SG
99,0.109,0.316,-0.930,2.676,100,2,-30,50.3,0.00,0S23.L
100,0.138,0.072,0.268,0.381,43,1,-73,62.4,0.07,SYY.BA
1,-0.104,-0.291,0.000,-0.000,33,47,-2,100.0,-1.00,WFK.BE
2,-0.113,-0.409,-0.416,-0.320,46,67,-10,22.8,1.37,BBY
67,0.115,0.201,-0.218,-0.954,50,25,-61,25.1,0.03,DAL.MX
86,0.163,0.192,0.420,-0.400,68,11,-181,40.4,1.65,UAL
59,-0.106,0.481,-1.318,-1.047,29,14,-23,47.7,0.00,TSN.VI
99,0.131,0.436,0.569,-0.187,44,7,-68,62.3,0.00,DEER.VI
22,-0.109,-0.458,-0.396,-0.457,19,17,-6,46.0,3.69,ALL-PH
24,-0.163,-0.170,0.629,1.491,33,27,-19,47.8,1.27,CI
15,-0.176,-0.126,0.292,0.566,35,34,-15,50.2,0.00,KTF.MU
99,0.194,0.127,0.165,0.137,67,3,-198,59.9,0.73,SNEX
83,-0.133,0.472,0.850,3.234,44,9,-64,69.0,0.01,HAL.MX
97,0.107,0.149,-0.082,0.234,34,3,-48,47.9,0.87,GD
99,0.170,0.213,0.513,0.702,36,0,-57,63.5,0.39,TJX.F
98,-0.063,0.381,0.257,-0.317,33,3,-46,53.8,-1.00,VNI.DU
96,0.141,0.050,2.637,2.727,26,3,-32,83.8,-1.00,EXEC.VI
61,0.097,-0.169,0.681,-4.383,54,22,-76,41.2,0.07,IP.BA
0,0.000,0.000,0.000,0.000,54,22,-76,41.2,0.07,QRTE.VI
46,-0.028,-0.082,-1.612,-1.480,6,2,-4,38.3,7.75,DUK-PA
99,0.157,0.214,0.229,0.000,53,0,-115,100.0,0.00,BKR.MX
98,0.115,0.357,-0.178,1.030,38,6,-53,44.9,0.00,EMR.F
99,0.134,0.119,0.143,-0.192,37,4,-53,51.4,0.00,NTH.MU
77,-0.040,0.036,0.958,1.720,81,107,-161,68.0,1.74,NVAX
6,-0.159,-0.311,0.000,-0.000,34,32,-15,100.0,-1.00,ARW.BE
60,0.052,0.122,0.003,-0.345,33,14,-30,51.7,0.00,AFL.SG
24,0.089,-0.477,0.655,0.514,40,46,-15,77.7,0.34,ABT.MX
44,-0.092,0.133,1.708,1.098,63,91,-42,60.6,0.00,CG5.F
71,-0.036,0.193,1.730,-0.238,50,25,-59,62.9,0.00,FLU.F
100,-0.009,0.675,0.131,0.566,50,1,-97,64.7,0.02,FCX.MX
93,0.115,0.250,-0.275,-0.679,100,12,-47,47.6,0.52,0LHY.L
80,-0.082,0.613,-0.432,-0.990,51,24,-63,26.9,0.40,NUO.F
0,-0.144,-0.239,0.000,-0.000,38,59,-1,100.0,-1.00,KMY.BE
0,0.000,0.000,0.000,0.000,38,59,-1,100.0,-1.00,0J50.L
0,0.000,0.000,0.000,0.000,38,59,-1,100.0,-1.00,US1651677353.SG
0,-0.196,-0.196,-0.192,-0.166,91,972,0,31.2,0.43,XRXB34.SA
0,-0.191,-0.143,-1.043,-0.911,70,210,-7,26.0,0.00,MPW.F
4,-0.126,0.100,-0.810,-0.509,40,57,-7,33.6,0.00,DHR.MX
1,-0.142,-0.013,-0.788,-4.419,56,121,-2,25.6,-1.00,WHR.HA
51,-0.128,0.021,0.259,1.680,70,60,-111,48.1,0.73,PBF.MX
63,-0.028,-0.050,-1.071,-0.011,59,27,-93,23.5,2.99,DINO
88,0.017,0.846,-0.167,-0.415,100,9,-61,44.6,0.42,4LLY.TI
53,-0.152,0.258,0.482,-1.971,37,22,-30,52.5,0.00,DVN.MX
26,0.024,-0.382,0.155,4.147,100,37,-14,51.2,1.29,0KOC.L
97,0.153,0.264,0.096,-0.068,53,3,-106,54.2,0.00,CUM.F
44,-0.092,0.206,0.037,-2.531,79,79,-167,36.4,1.35,KSS
50,-0.105,0.335,-0.000,-0.000,34,22,-25,100.0,-1.00,PAE.BE
96,0.132,0.562,0.001,-0.514,54,10,-96,29.0,0.00,LUV.MX
97,0.108,0.177,0.836,-0.068,31,1,-43,70.0,0.00,NSCO.VI
9,-0.128,0.274,-1.887,-3.163,55,82,-21,18.0,0.00,GYT.VI
28,-0.078,-0.270,1.631,0.229,35,35,-14,95.9,0.00,EOG.MX
78,0.126,0.234,-0.525,-1.406,92,66,-618,30.3,1.34,LUMN
99,0.179,-0.065,1.005,0.234,43,1,-74,69.7,1.23,MO
100,0.152,0.064,1.444,0.402,58,0,-139,78.0,0.00,THC1.F
8,-0.175,-0.184,-0.528,-0.023,100,65,-5,48.8,0.46,0R1X.L
81,-0.099,0.510,0.731,-0.141,50,22,-65,31.2,0.00,LE6N.F
0,0.000,0.000,0.000,0.000,50,22,-65,31.2,0.00,X
4,-0.001,-0.501,0.163,-6.727,26,26,-7,41.2,-1.00,UA9.F
63,-0.119,0.248,0.448,-0.475,57,46,-60,55.9,0.00,AES.DU
45,0.027,-0.220,0.486,-1.994,38,27,-26,50.3,1.61,GLP
71,0.057,0.256,-1.478,1.737,53,27,-68,25.2,0.12,TMO.BA
19,-0.146,0.002,-0.000,-0.000,45,50,-22,100.0,-1.00,PCG.BE
99,0.085,0.426,0.183,-0.034,43,2,-71,62.8,2.50,NEE
13,-0.182,-0.113,0.143,-0.504,63,134,-14,45.3,2.56,BTL.F
18,-0.168,0.156,-0.643,-0.000,70,129,-44,0.0,0.00,C1NC34.SA
95,0.190,0.181,-0.164,1.126,53,6,-103,40.4,1.36,BONY.VI
100,0.170,0.233,0.300,0.181,62,2,-158,62.8,0.00,JBL.MU
92,0.102,0.107,1.794,0.777,53,11,-91,100.0,0.00,KMI.MX
0,0.000,0.000,0.000,0.000,53,11,-91,100.0,0.00,ODP
100,0.029,0.742,1.178,0.371,37,1,-57,52.4,1.57,BMY
98,0.180,-0.053,2.334,0.402,67,3,-194,74.2,0.00,NRA.F
60,-0.159,0.355,0.533,-2.366,37,18,-34,41.5,0.81,PPG
2,-0.134,-0.151,-4.284,0.017,39,52,-7,21.5,0.00,GPT.F
initial date: 2024-03-01, Fecha actual: 2026-03-01
percentil(%),pendent2y,pendent6m,slope1m,slope6d,volatilitat(%),guany esperat(%),perdua max(%),rsi14,relVol30,etiqueta
54,-0.152,-0.007,2.244,1.206,36,24,-27,72.6,1.11,OMC
98,0.030,0.169,0.671,-0.269,27,3,-33,44.7,1.98,ITW
16,-0.104,0.193,-1.376,-0.246,36,42,-10,55.6,1.02,MUSA
100,0.136,0.108,0.259,0.187,100,0,-41,52.3,1.10,0IPB.L
79,0.065,0.058,1.793,2.388,34,14,-34,64.5,-1.00,0AK.F
99,0.169,0.143,0.004,0.339,100,2,-50,49.5,0.03,0JVI.L
100,0.171,0.109,0.244,0.166,29,0,-41,72.5,1.41,ECL
56,0.064,-0.153,0.468,1.840,31,19,-22,64.3,0.18,WMI.MX
55,-0.134,0.238,0.380,-0.000,49,27,-56,44.8,0.00,APA.MX
0,-0.194,0.000,0.000,0.000,30,43,0,100.0,-1.00,T1XT34.SA
93,0.157,0.075,-0.196,-0.497,44,10,-64,26.1,0.88,SNX
0,0.000,0.000,0.000,0.000,44,10,-64,26.1,0.88,US92556H1077.SG
53,0.156,-0.052,-1.355,-3.564,100,37,-31,46.7,4.49,0JV3.L
0,0.000,0.000,0.000,0.000,100,37,-31,46.7,4.49,JWN.MX
38,-0.139,0.261,0.000,-0.000,51,65,-23,100.0,-1.00,EIX.BE
92,0.056,0.515,0.586,0.198,23,8,-20,56.9,-1.00,TGR.MU
91,0.157,0.247,-0.000,0.000,40,2,-65,100.0,-1.00,PAR.BE
67,-0.114,0.083,2.536,1.726,49,30,-51,82.9,0.00,TRL.SG
14,-0.142,-0.074,-0.362,-0.045,100,106,-36,48.2,2.74,0HTQ.L
57,-0.064,0.467,-0.878,-5.426,38,15,-41,39.7,0.00,TII.HA
13,-0.109,-0.154,-0.438,2.246,37,44,-10,80.0,1.22,MSN.F
19,-0.034,-0.033,0.000,0.000,22,22,-5,100.0,-1.00,EDC.BE
41,-0.046,0.217,1.296,-2.697,48,55,-23,64.3,0.00,O1KE34.SA
100,-0.062,0.558,1.043,0.175,34,0,-51,81.4,0.00,CXR.F
100,0.194,0.131,0.399,0.263,53,0,-113,79.4,1.06,ETR
34,0.057,-0.168,0.686,-0.771,32,10,-33,65.7,590.62,D.MX
10,0.060,-0.147,-2.598,-3.183,50,84,-8,16.9,1.88,JEF
25,0.072,-0.173,-1.491,-0.000,41,46,-16,0.0,0.00,AMP.MX
68,-0.008,0.437,-0.271,-1.624,65,57,-84,39.5,0.00,VFC.VI
15,0.160,-0.487,-2.831,1.044,46,46,-27,32.5,1.17,ADP.BA
98,0.006,0.641,1.079,0.000,100,0,-24,100.0,1.25,^CRWDLUXG
0,-0.186,-0.246,-0.317,-0.194,53,110,-1,17.8,0.83,CDW
100,0.175,0.003,0.808,0.373,100,0,-72,52.3,0.57,0M1R.L
93,0.117,-0.110,2.406,5.143,29,5,-34,86.2,-1.00,PP9.MU
33,-0.182,0.216,0.385,-0.475,73,142,-55,41.8,0.00,HTR.F
62,-0.127,0.329,1.268,-3.063,49,27,-55,43.9,1.03,SWK
5,-0.178,-0.220,0.000,0.000,73,177,-34,100.0,-1.00,LTD0.BE
47,-0.036,0.028,0.158,-0.911,29,24,-13,53.9,0.53,SJ3.SG
14,-0.133,-0.310,-0.043,1.389,14,13,-3,46.4,0.71,BKT
100,0.129,0.200,0.350,0.522,53,0,-114,79.5,0.00,ROST.BA
90,0.046,0.124,1.907,2.625,37,12,-42,76.3,10.00,SREN.VI
93,-0.110,0.723,0.447,0.143,43,8,-62,54.4,0.83,SLB
91,0.175,0.207,-0.208,0.809,44,8,-65,41.6,11.89,ZYA.SG
43,0.143,0.003,-1.223,-0.109,42,16,-48,40.3,1.28,UNM
99,0.142,0.398,0.295,0.113,36,3,-51,53.6,0.00,HI91.F
89,-0.042,0.635,-0.111,1.273,28,5,-32,51.4,0.00,PG4.SG
30,-0.046,-0.121,0.039,-1.861,39,41,-17,41.3,-1.00,AP3.DU
73,0.105,0.230,-1.234,1.103,32,13,-30,37.4,-1.00,ZAS.MU
99,0.019,0.786,0.613,0.656,100,4,-30,50.5,0.00,0L3C.L
20,-0.140,-0.155,-0.052,0.811,36,35,-16,50.3,0.00,MGM.MX
77,-0.039,0.556,-0.038,0.837,32,21,-21,38.7,75.00,GWW.VI
15,0.082,-0.524,-0.394,0.170,48,64,-18,44.0,0.00,GAV.F
86,0.079,0.380,-0.542,-1.143,35,8,-41,35.3,0.00,BBK.F
44,-0.079,-0.295,0.907,-4.187,66,84,-62,37.7,-1.00,AWN.MU
38,0.067,0.290,-3.238,-0.000,28,17,-18,0.0,0.00,ALLY1.MX
25,-0.058,-0.368,-0.000,-0.000,43,32,-33,100.0,-1.00,AGJ.BE
99,0.188,0.175,0.199,0.109,81,7,-387,70.8,1.28,GLW
83,0.099,-0.246,2.352,1.857,22,4,-23,79.3,0.87,SYK
8,-0.167,-0.087,-0.865,-0.229,71,172,-26,68.1,1.27,MOH
0,0.000,0.000,0.000,0.000,71,172,-26,68.1,1.27,DC7.BE
77,0.176,0.000,-0.035,-0.754,37,9,-46,34.4,0.98,GNW
25,-0.154,0.128,0.269,-1.313,51,60,-28,44.3,0.00,EAC.F
54,0.136,-0.506,0.395,-2.212,32,17,-25,57.8,3.33,AZO.VI
2,-0.193,-0.215,0.000,0.000,92,1012,-8,100.0,-1.00,6OM.BE
23,-0.181,-0.035,0.262,0.764,45,55,-17,65.4,0.00,HRL.VI
60,0.031,-0.126,-0.232,1.726,79,103,-140,38.9,0.47,GME
100,0.174,0.060,0.280,0.096,100,0,-68,51.9,0.18,0HVF.L
28,0.069,-0.602,1.421,-3.207,41,43,-18,52.9,0.00,SA8A.DU
12,-0.051,-0.249,0.405,-0.223,59,99,-23,0.0,0.55,CHTR.MX
100,0.135,0.352,0.119,0.153,100,0,-61,51.3,0.49,0I4X.L
99,0.025,0.558,0.243,-0.017,68,6,-193,70.0,1.06,AMAT
87,0.161,0.087,-0.000,-0.000,44,1,-77,100.0,-1.00,RF6.BE
23,0.064,-0.352,0.000,-0.000,27,27,-9,100.0,-1.00,RPU.BE
70,0.061,0.242,1.049,-5.217,37,18,-34,40.8,2.34,UHS
82,0.112,0.122,1.049,-0.685,35,8,-43,48.9,0.00,DDN.F
97,0.046,0.595,0.012,-0.113,44,7,-68,40.0,1.82,SD5.F
100,0.116,0.449,0.451,0.085,100,0,-136,51.9,0.17,0LD9.L
82,-0.002,0.450,0.712,-1.839,59,29,-88,57.1,0.00,DT3.SG
3,-0.129,-0.650,0.214,-0.028,88,400,-67,53.8,-1.00,PVGB.F
0,0.009,-0.021,-0.770,0.000,100,19,-31,100.0,0.00,BALL.MX
38,-0.121,-0.021,0.941,-2.190,35,29,-19,50.8,-1.00,MSQ.DU
91,0.030,0.221,-0.110,-0.730,100,7,-57,48.9,1.34,0RT6.L
7,-0.148,-0.019,0.409,-2.093,48,64,-17,76.3,0.63,BOX.F
3,-0.174,-0.241,-0.204,-0.311,52,106,-2,35.4,5.82,CSC.SG
10,0.056,-0.903,-0.345,1.364,36,41,-11,46.7,-1.00,E6Z.DU
21,-0.063,-0.598,0.352,1.969,46,35,-36,47.1,0.00,VS51.SG
93,0.041,-0.018,0.853,0.549,72,18,-198,52.7,-1.00,DEH.F
92,-0.038,0.852,1.442,-1.556,32,3,-43,59.0,-1.00,DOV.MU
98,0.092,0.162,0.208,-0.096,60,16,-118,60.5,0.00,BGW.MU
84,0.163,0.478,-0.502,-1.573,40,9,-53,48.1,0.00,3U6.DU
48,-0.147,0.252,0.635,-2.405,61,65,-55,51.9,-1.00,MUQ.DU
12,-0.168,-0.391,0.645,-0.509,61,119,-16,68.2,0.00,PVH.F
23,-0.097,-0.477,-0.000,0.000,44,45,-24,100.0,-1.00,HO2.BE
12,-0.164,0.108,-0.820,-1.211,45,61,-13,28.5,0.00,WHC.DU
100,0.181,0.191,0.194,0.189,68,1,-207,80.3,1.22,FTI
0,0.000,0.000,0.000,0.000,68,1,-207,80.3,1.22,SPTN
95,0.130,0.288,-0.071,-0.113,55,10,-103,42.9,0.00,WP7.F
100,0.166,0.227,0.313,0.147,57,0,-130,67.2,2.95,QAA.F
63,-0.048,-0.142,0.223,-0.497,40,30,-28,36.0,0.88,MHK
10,-0.151,-0.270,0.329,-2.303,50,85,-8,49.9,0.00,LNN.F
94,0.012,0.582,0.151,-0.543,45,4,-75,57.1,1.46,SEE
99,0.058,0.201,2.727,1.194,25,0,-33,72.4,0.98,NWJ.F
100,0.180,0.201,0.806,0.200,40,0,-66,91.2,1.10,CCEP
41,-0.167,0.328,0.383,-0.928,57,80,-29,50.0,0.00,AHT.F
100,0.162,0.076,1.322,0.458,36,0,-56,78.0,0.00,QDI.F
100,0.173,0.185,0.281,0.639,73,0,-275,66.8,1.04,NEWM.VI
48,0.153,-0.388,-0.945,-2.648,37,18,-34,53.2,0.00,OM6.HM
100,0.195,0.180,0.244,0.189,58,0,-135,66.1,6.93,CASY
36,-0.081,-0.176,3.597,-10.731,18,14,-6,48.9,0.32,CMS-PB
0,0.000,0.000,0.000,0.000,18,14,-6,48.9,0.32,WOO.BE
94,0.020,0.469,-0.180,-0.600,50,11,-81,13.5,0.00,CMS.F
87,0.133,-0.287,2.350,-1.273,45,9,-65,71.7,-1.00,3LN.MU
16,-0.064,-0.392,0.533,-0.204,38,39,-17,53.5,0.00,DSG.SG
97,0.098,0.128,0.229,-0.423,56,5,-115,47.7,1.05,OSK
13,-0.192,-0.077,-0.000,0.000,81,337,-18,100.0,-1.00,DG3.BE
0,0.000,0.000,0.000,0.000,81,337,-18,100.0,-1.00,SPR
91,0.167,0.149,0.105,-0.277,77,12,-297,36.1,-1.00,UN3.MU
91,0.020,0.468,-0.274,-0.571,71,22,-186,33.7,-1.00,PBE.DU
47,0.001,0.630,-2.159,-10.467,46,40,-32,25.5,0.00,2WZ.F
80,0.108,0.123,0.015,-3.678,57,20,-95,30.0,-1.00,DL7A.MU
28,-0.157,0.089,-0.145,-0.289,100,61,-16,49.3,0.01,0JSJ.L
1,0.010,-0.530,-0.411,-0.378,38,60,-1,36.4,0.11,GEN.PR
29,-0.085,-0.043,0.092,-0.247,100,310291,-11,63.0,-1.00,^CLTBPUDGY
49,0.130,0.000,0.000,-0.000,46,0,-84,100.0,-1.00,R1.MX
95,0.152,0.225,-0.422,1.246,49,6,-86,46.6,1.08,ROK
0,-0.127,-0.344,-0.279,-1.115,53,109,-2,27.9,-1.00,NCR1.DU
88,0.051,0.391,-0.672,-1.143,38,14,-41,34.4,1.15,EXPD
82,0.074,0.377,-0.183,-1.737,37,12,-41,27.6,-1.00,FFH.DU
99,0.162,0.195,1.022,0.379,39,0,-63,77.7,-1.00,NOU.MU
95,0.177,0.091,0.148,-0.886,61,12,-129,41.1,1.72,EME
2,-0.177,-0.191,-0.237,-0.651,51,96,-4,44.0,-1.00,K6B.F
91,0.001,0.389,0.461,0.974,40,10,-51,42.2,0.70,AVY.BA
12,-0.099,-0.453,0.286,-0.107,49,48,-31,46.9,-1.00,NTA.DU
90,0.159,0.165,0.000,-0.000,76,5,-296,100.0,-1.00,J5A.BE
90,0.184,0.146,0.190,1.149,65,18,-142,56.6,0.00,SAYN.SG
2,-0.159,-0.309,-0.142,-0.679,46,82,-1,58.3,-1.00,SWG0.F
98,0.138,0.144,2.024,0.928,34,3,-48,67.6,0.00,AE4.F
5,-0.041,0.376,-4.681,-0.990,41,46,-17,27.2,0.00,MTT.MU
46,-0.144,0.356,0.508,-0.441,52,36,-54,75.0,-1.00,H221.SG
0,-0.051,-0.309,-0.696,-1.177,38,61,0,43.2,-1.00,AWG.SG
77,0.024,0.165,0.172,-0.113,33,20,-24,40.7,0.00,PKA.F
91,0.027,-0.011,0.843,-0.962,100,9,-49,50.6,0.68,0KS6.L
51,-0.115,0.068,1.456,-0.000,59,62,-52,0.0,0.00,JBLU.MX
13,-0.156,-0.210,0.198,-0.594,75,185,-43,52.9,0.00,NWL.SG
98,0.067,0.326,0.213,0.074,70,12,-200,57.3,1.82,CLMT
64,0.168,0.040,-2.732,3.531,66,45,-101,36.1,0.00,EXPE.MX
11,-0.146,-0.286,0.149,-1.503,22,23,-5,41.0,5.76,AFGC
56,0.127,-0.386,0.264,0.000,37,18,-35,0.0,0.00,URI.MX
22,0.014,0.000,0.000,-0.000,35,30,-18,100.0,-1.00,INGR.MX
47,-0.042,0.084,-0.180,-2.720,21,11,-14,42.2,5.45,JSM
29,-0.143,-0.065,0.958,1.126,49,52,-29,66.7,0.00,CXX.SG
86,0.147,0.061,1.281,3.225,34,11,-37,68.3,0.00,ORJ.SG
77,0.034,0.293,-0.526,0.170,69,35,-135,37.9,0.43,AMD.F
17,-0.132,0.132,-1.593,0.809,50,64,-21,38.7,0.00,IQVH.VI
70,0.103,-0.178,-0.246,-0.945,100,25,-59,48.3,2.23,0QYK.L
3,-0.183,-0.178,-0.283,-0.143,100,10,0,0.0,-1.00,ZIPIMX
69,0.087,0.000,0.663,-3.343,15,4,-13,50.0,3.64,RF-PC
6,0.057,-0.095,-2.986,-3.264,40,58,-5,3.6,-1.00,LMO.MU
3,-0.125,-0.106,-0.107,0.470,57,114,-10,50.0,0.91,CRM.VI
70,0.073,-0.019,-0.058,1.799,58,58,-52,36.3,-1.00,ALK.MU
92,-0.058,0.499,0.450,-0.314,40,8,-54,52.7,1.25,HST
96,0.181,0.173,0.336,-0.280,67,14,-167,65.2,0.88,APH
0,-0.002,-0.725,0.000,0.000,100,0,-515,100.0,-1.00,04M.F
0,0.000,0.000,0.000,0.000,100,0,-515,100.0,-1.00,0J2X.L
96,0.149,0.265,0.457,-0.023,45,6,-72,52.8,-1.00,WD5A.DU
15,0.038,-0.278,-1.006,2.080,39,48,-11,50.5,0.11,SPGI.MX
2,-0.201,-0.098,0.000,0.000,100,1813233,-200,100.0,0.00,BIGGQ
82,0.156,0.388,0.191,-0.475,32,13,-31,53.7,0.00,MKV.SG
50,0.177,-0.115,-1.615,-0.000,59,33,-85,20.0,0.00,LDOS.MX
